image_id,identity,path,date,orientation,time-aware,time-proportional,random
4533,t004,images/t004/WubhiUouNb.JPG,2010-07-16,topright,train,train,train
4534,t004,images/t004/IPDPLObGot.JPG,2010-07-16,topleft,train,train,train
3425,t006,images/t006/NVvCgDiDnf.jpg,2010-07-31,top,train,train,train
3426,t006,images/t006/WyYFDfbwGZ.JPG,2010-07-16,top,train,train,val
3427,t006,images/t006/OftsohIPPw.jpg,2010-08-10,top,train,val,train
3428,t006,images/t006/IwlHBilGrP.jpg,2010-08-05,topleft,train,train,train
3429,t006,images/t006/OkVkJUWvVm.JPG,2010-07-16,topleft,train,train,test
3430,t006,images/t006/dFJLspgzYe.jpg,2010-07-29,top,train,train,train
6832,t007,images/t007/NHBhiquAqS.JPG,2020-07-08,left,test,train,train
6833,t007,images/t007/iAgyYkXMmz.JPG,2020-07-08,left,test,train,train
6834,t007,images/t007/zwhXVThbZj.JPG,2020-07-08,left,test,train,train
6835,t007,images/t007/IyfuzGqJsY.JPG,2020-07-08,left,test,train,train
6836,t007,images/t007/vvijsBqKiM.JPG,2020-07-09,left,test,val,test
6837,t007,images/t007/CjfQKJUyHh.JPG,2020-07-09,right,test,val,train
6838,t007,images/t007/nNjbZAQATr.JPG,2020-07-09,topleft,test,val,test
6839,t007,images/t007/woyemqnJnP.JPG,2020-07-09,right,test,val,train
6840,t007,images/t007/vVOgPTtIBk.JPG,2020-07-09,left,test,val,train
6841,t007,images/t007/bFoOkYgDwN.JPG,2020-07-09,left,test,val,train
6842,t007,images/t007/WuOEUwImuG.JPG,2020-07-09,right,test,val,train
6843,t007,images/t007/nAbliWXsZs.JPG,2020-07-09,left,test,val,train
6844,t007,images/t007/VGvnbQWemE.JPG,2020-07-09,left,test,val,train
6845,t007,images/t007/NgRSCXrxnH.JPG,2020-07-01,topleft,test,train,train
6846,t007,images/t007/BBuJpHMVVi.JPG,2020-07-01,left,test,train,train
6847,t007,images/t007/NkKZTFSVnv.JPG,2020-07-01,right,test,train,test
6848,t007,images/t007/LfszsvQcWa.JPG,2020-07-01,right,test,train,train
6849,t007,images/t007/TxGUabqvGs.JPG,2020-07-01,right,test,train,train
6850,t007,images/t007/CSsLXEILgE.JPG,2020-07-01,right,test,train,train
6851,t007,images/t007/jUURRgrPGf.JPG,2020-07-01,right,test,train,train
6852,t007,images/t007/ciHHiKgOZT.JPG,2020-07-01,topright,test,train,test
6853,t007,images/t007/LfYLSenHfW.JPG,2020-07-01,right,test,train,train
6854,t007,images/t007/zhfCTvDAyO.JPG,2020-07-01,right,test,train,train
6855,t007,images/t007/ZDGmClBeMt.JPG,2013-07-02,right,train,train,train
6856,t007,images/t007/aAfeJIMWyq.JPG,2013-07-02,topright,train,train,train
6857,t007,images/t007/pBRIlcvUCQ.JPG,2013-07-02,topright,train,train,train
6858,t007,images/t007/EDMZqlcNaE.JPG,2013-07-02,left,train,train,test
6859,t007,images/t007/eYdtkAdyqQ.JPG,2018-07-02,topleft,train,train,train
6860,t007,images/t007/tGosBfkLnc.JPG,2018-07-02,topleft,train,train,test
6861,t007,images/t007/avmcdAulEj.JPG,2018-07-02,right,train,train,train
6862,t007,images/t007/azzPbkqWgO.JPG,2018-07-02,topleft,train,train,train
6863,t007,images/t007/fSlnRyhNMF.JPG,2018-07-02,left,train,train,train
6864,t007,images/t007/XHnaJnVEVV.JPG,2018-07-02,topleft,train,train,test
6865,t007,images/t007/CzHEKFUzuc.JPG,2018-07-02,topleft,train,train,train
6866,t007,images/t007/WlWDJkhtOV.JPG,2018-07-02,topleft,train,train,test
6867,t007,images/t007/WyJWqmSOrD.JPG,2018-07-02,topleft,train,train,test
6868,t007,images/t007/vOiTTqYJor.JPG,2018-07-02,right,train,train,train
6869,t007,images/t007/mxtsUWgyZP.JPG,2018-07-02,left,train,train,test
6870,t007,images/t007/SMZJAyUsQK.jpg,2015-05-04,left,train,train,train
6871,t007,images/t007/MlwrRPzear.jpg,2015-05-04,left,train,train,train
6872,t007,images/t007/tgwcyZBmCW.JPG,2015-07-06,right,train,train,val
6873,t007,images/t007/FFPKIUIHNz.JPG,2015-07-06,topright,train,train,train
6874,t007,images/t007/dCBUzfBpsu.JPG,2015-07-06,topleft,train,train,train
6875,t007,images/t007/QHJmFYXtJo.JPG,2015-07-06,topleft,train,train,train
6876,t007,images/t007/hSrgcUfofB.JPG,2015-07-06,left,train,train,train
6877,t007,images/t007/tBBfPsgDEy.JPG,2015-07-06,top,train,train,train
6878,t007,images/t007/CLpmJBGkbs.JPG,2015-07-06,left,train,train,train
6879,t007,images/t007/aBQqUVaFtt.JPG,2015-07-06,right,train,train,test
6880,t007,images/t007/GFIBNmiBxN.JPG,2015-07-06,right,train,train,train
6881,t007,images/t007/vUeJgjSgvr.JPG,2011-07-04,top,train,train,train
6882,t007,images/t007/itBJLpTXdb.JPG,2011-07-04,topleft,train,train,train
4420,t008,images/t008/MUeDEmDTkO.JPG,2020-07-12,right,test,train,train
4421,t008,images/t008/ZEDYisanNG.JPG,2020-07-12,left,test,train,train
4422,t008,images/t008/zEJDJzsWxy.JPG,2020-07-12,topleft,test,train,train
4423,t008,images/t008/bsbvYzlRFa.JPG,2020-07-12,left,test,train,test
4424,t008,images/t008/ShZANpaDrS.JPG,2020-07-12,top,test,train,train
4425,t008,images/t008/ghmMKNgByo.JPG,2020-07-12,top,test,train,train
4426,t008,images/t008/sKqJZMOhfP.JPG,2020-07-12,left,test,train,train
4427,t008,images/t008/JIqNDNaKHD.JPG,2020-07-12,right,test,train,val
4428,t008,images/t008/WttfWPqZDZ.JPG,2020-07-12,topright,test,train,train
4429,t008,images/t008/jgqQtpBwXq.JPG,2020-07-12,topleft,test,train,train
4430,t008,images/t008/QYYyqViFZB.JPG,2013-07-10,left,train,train,train
4431,t008,images/t008/HRgunEBVpR.JPG,2013-07-10,topright,train,train,val
4432,t008,images/t008/yIllHKfuLY.JPG,2013-07-10,topright,train,train,train
4433,t008,images/t008/icLogJaqir.JPG,2013-07-10,topleft,train,train,train
4434,t008,images/t008/jydLvgfWLe.JPG,2013-07-10,left,train,train,train
4435,t008,images/t008/vQJyxhLvfN.JPG,2017-06-15,topleft,train,train,train
4436,t008,images/t008/PaXakrkxqN.JPG,2017-06-15,right,train,train,train
4437,t008,images/t008/UQeOYJQWeL.JPG,2017-06-15,left,train,train,train
4438,t008,images/t008/UFBYQOLBkb.JPG,2017-06-15,left,train,train,train
4439,t008,images/t008/fRMYzeAnNR.JPG,2017-06-15,topright,train,train,train
4440,t008,images/t008/HOtErXfaSN.JPG,2017-06-15,left,train,train,train
4441,t008,images/t008/gPXNfoQpNl.JPG,2017-06-15,right,train,train,train
4442,t008,images/t008/KZYlaPjqgI.JPG,2017-06-15,left,train,train,test
4443,t008,images/t008/XrNItFREJD.JPG,2017-06-15,top,train,train,train
4444,t008,images/t008/MLIpSizqjz.JPG,2017-06-15,left,train,train,train
4445,t008,images/t008/AoWnZBhmzJ.JPG,2017-06-15,left,train,train,test
4446,t008,images/t008/XZZfWTTavh.JPG,2011-07-27,top,train,train,train
4447,t008,images/t008/OaKjhEHFMX.jpg,2011-07-27,top,train,train,train
4448,t008,images/t008/iUFhSWkvnh.JPG,2011-07-27,topleft,train,train,train
4449,t008,images/t008/SnDvMSOKAL.JPG,2011-07-04,topright,train,train,test
4450,t008,images/t008/HFscFvXgkE.JPG,2011-07-04,topright,train,train,train
4451,t008,images/t008/ThyeqIOoad.JPG,2011-07-04,left,train,train,train
4452,t008,images/t008/tMLBqZQcBJ.jpg,2011-07-04,topright,train,train,train
4453,t008,images/t008/cqErMgVHsT.JPG,2011-07-04,topright,train,train,train
1088,t009,images/t009/gzwUvYbPJL.JPG,2013-07-25,right,train,val,train
1089,t009,images/t009/pRQFUsryQe.JPG,2013-07-25,topleft,train,val,train
1091,t009,images/t009/ntmLZYFjUI.JPG,2013-07-25,right,train,val,train
1092,t009,images/t009/XbeufxZcEN.JPG,2013-07-25,left,train,val,train
1093,t009,images/t009/IeLnTiiBZv.JPG,2013-07-25,topright,train,val,train
1094,t009,images/t009/qrxJxfUwiL.jpg,2011-07-04,left,train,train,train
1095,t009,images/t009/XLBwMkREyk.JPG,2011-07-04,left,train,train,train
1096,t009,images/t009/zSYibOFYSL.JPG,2011-07-04,topleft,train,train,train
1097,t009,images/t009/zFbPBYpLNM.JPG,2011-07-04,top,train,train,train
1098,t009,images/t009/kRYDRNOubt.JPG,2011-07-04,topright,train,train,train
1099,t009,images/t009/YFMIBcuVsf.JPG,2011-07-25,topright,train,test,train
1100,t009,images/t009/qiuOMakHda.jpg,2011-07-25,topright,train,test,train
1101,t009,images/t009/UJYfdjvmbk.JPG,2011-07-25,topright,train,test,train
1102,t009,images/t009/DZsjswXuXw.JPG,2011-07-25,topleft,train,test,train
1103,t009,images/t009/Tumrysvqrj.JPG,2011-07-25,topright,train,test,train
1104,t009,images/t009/ilqkhWPRFn.JPG,2011-07-25,topleft,train,test,train
1105,t009,images/t009/VyPCpULOKW.jpg,2011-07-25,topleft,train,test,train
2357,t011,images/t011/luLBbWzeXj.jpg,2011-07-10,topright,train,train,test
2358,t011,images/t011/RgBxTexvyE.JPG,2011-07-10,left,train,train,train
2359,t011,images/t011/EHJLZmdtKU.JPG,2011-07-10,topright,train,train,train
2360,t011,images/t011/VEUvAPsCeJ.jpg,2011-07-10,right,train,train,train
2361,t011,images/t011/fIzcwrVwwG.JPG,2011-07-10,left,train,train,train
2362,t011,images/t011/jXMaAUSoeK.jpg,2011-07-10,top,train,train,train
3695,t013,images/t013/aSXFhbgKde.JPG,2016-06-26,right,train,test,train
3696,t013,images/t013/pKflOWiZHw.JPG,2016-06-26,right,train,test,train
3697,t013,images/t013/fYnObqRhFw.JPG,2016-06-26,right,train,test,test
3698,t013,images/t013/DQNUTnnacX.JPG,2016-06-26,topleft,train,test,train
3699,t013,images/t013/ACbKDvUxxW.JPG,2016-06-26,topleft,train,test,train
3700,t013,images/t013/FHMoYdKVUr.JPG,2016-06-26,topleft,train,test,train
3701,t013,images/t013/hCAiuoPMMM.JPG,2016-06-26,right,train,test,train
3702,t013,images/t013/JBidbsXXvc.JPG,2016-06-29,right,train,val,train
3703,t013,images/t013/gUTDjmwAmo.JPG,2016-06-29,topright,train,val,train
3704,t013,images/t013/xwvUFHmfeY.JPG,2016-06-29,topright,train,val,train
3705,t013,images/t013/jMetZTZbwS.JPG,2016-06-29,topright,train,val,train
3706,t013,images/t013/vxRVQEktRv.JPG,2016-06-29,topright,train,val,train
3707,t013,images/t013/JoNrTIBuFk.JPG,2016-06-29,right,train,val,train
3708,t013,images/t013/fcoDcPyDWG.JPG,2016-06-29,left,train,val,val
3709,t013,images/t013/QaQIEkSbSu.JPG,2011-07-10,top,train,train,train
3710,t013,images/t013/ohnhOhmVOu.JPG,2011-07-10,topleft,train,train,val
3711,t013,images/t013/SRAelbSpzx.JPG,2011-07-10,topright,train,train,val
3712,t013,images/t013/HbnHNpSytC.JPG,2011-07-10,topright,train,train,test
7336,t014,images/t014/dfxxiMUBto.jpg,2014-07-14,right,train,train,val
7337,t014,images/t014/QsUuOMMWUC.jpg,2014-07-14,left,train,train,val
7339,t014,images/t014/oZdxIRrOXD.JPG,2018-07-03,left,train,train,train
7340,t014,images/t014/MXlGGggzMM.JPG,2018-07-03,topright,train,train,train
7341,t014,images/t014/MpQsCLYeYI.JPG,2018-07-03,left,train,train,train
7342,t014,images/t014/hFlKWntsYD.JPG,2018-07-03,left,train,train,test
7343,t014,images/t014/coqFBiccSU.JPG,2018-07-03,topright,train,train,train
7344,t014,images/t014/uZeVZuARZw.JPG,2018-07-03,topleft,train,train,train
7345,t014,images/t014/rDCbmwDFsL.jpg,2019-06-13,left,val,val,val
7346,t014,images/t014/QNAEcWSIDe.jpg,2019-06-13,front,val,val,train
7347,t014,images/t014/JxIbQsOEsc.jpg,2019-06-13,right,val,val,train
7348,t014,images/t014/AKFTMYBads.jpg,2019-06-13,left,val,val,test
7349,t014,images/t014/TlYSNOKjCg.jpg,2019-06-13,right,val,val,train
7350,t014,images/t014/XGhZVrjblU.jpg,2019-06-13,top,val,val,train
7351,t014,images/t014/ihMILpMXhS.JPG,2015-06-29,topright,train,train,train
7353,t014,images/t014/ildyupfVjO.jpg,2015-06-29,left,train,train,val
7354,t014,images/t014/NRaSIpdMKg.JPG,2015-06-29,topright,train,train,train
7355,t014,images/t014/cbzvbaICnP.JPG,2015-07-08,topright,train,train,train
7356,t014,images/t014/HnaopfcuAh.JPG,2015-07-08,left,train,train,train
7358,t014,images/t014/EXWoBUQqIz.JPG,2015-07-08,topright,train,train,train
7360,t014,images/t014/ogbBmNlFrK.JPG,2015-07-08,left,train,train,train
7361,t014,images/t014/XxxXoGIugj.JPG,2015-07-08,left,train,train,train
7362,t014,images/t014/oKYSBlPEDo.JPG,2015-07-08,left,train,train,train
7363,t014,images/t014/EOVFsTzHGQ.jpg,2011-07-10,topleft,train,train,train
7364,t014,images/t014/vdnoNEqntY.JPG,2011-07-10,topleft,train,train,train
7365,t014,images/t014/NZdNiMlNvp.jpg,2011-07-10,topleft,train,train,train
7366,t014,images/t014/uthugUiCIn.JPG,2011-07-10,topleft,train,train,train
7367,t014,images/t014/hWtBSkXsmh.JPG,2011-07-10,right,train,train,train
7369,t014,images/t014/bmcTivodOh.JPG,2011-07-10,topleft,train,train,train
7370,t014,images/t014/atANwmuuCz.JPG,2011-07-10,topright,train,train,train
7371,t014,images/t014/EPsVTebjNH.jpg,2011-07-10,topleft,train,train,train
1779,t015,images/t015/hqnOolqbuC.JPG,2016-06-26,topright,train,val,train
1780,t015,images/t015/ADimiadjYJ.JPG,2016-06-26,top,train,val,train
1781,t015,images/t015/MdFUOwgQUK.JPG,2016-06-26,top,train,val,val
1782,t015,images/t015/wEfIloqbbB.JPG,2016-06-26,top,train,val,train
1783,t015,images/t015/FpwCCsfDdP.JPG,2016-06-26,topleft,train,val,train
1784,t015,images/t015/UYpYFFfKie.JPG,2016-06-26,left,train,val,train
1785,t015,images/t015/weeZDMCjiT.JPG,2016-06-26,topright,train,val,train
1786,t015,images/t015/sDqxbQhOsL.JPG,2016-06-26,topright,train,val,train
1787,t015,images/t015/AKUdpVWgKw.JPG,2016-06-26,topleft,train,val,train
1788,t015,images/t015/GWtnFEikkn.JPG,2016-06-26,left,train,val,val
1789,t015,images/t015/UPlYyFedfP.JPG,2016-06-26,left,train,val,train
1790,t015,images/t015/UWsfuDjDeK.JPG,2016-06-26,top,train,val,train
1791,t015,images/t015/lUnvlnOppL.JPG,2016-06-26,top,train,val,train
1792,t015,images/t015/OWcBbazKQQ.JPG,2016-06-26,left,train,val,train
1793,t015,images/t015/zdLDspfRVp.JPG,2016-06-24,right,train,test,train
1794,t015,images/t015/crkOHogPwz.JPG,2016-06-24,right,train,test,train
1795,t015,images/t015/EQYFaymTfa.jpg,2016-06-24,topleft,train,test,train
1796,t015,images/t015/REhhdpptJO.JPG,2016-06-24,right,train,test,train
1797,t015,images/t015/RIizUgudMh.jpg,2016-06-24,topleft,train,test,train
1798,t015,images/t015/VFWArtizqJ.JPG,2016-06-24,topleft,train,test,train
1799,t015,images/t015/aPcSJkJSkO.JPG,2016-06-24,topleft,train,test,train
1800,t015,images/t015/cafANAEduP.JPG,2016-06-24,topright,train,test,train
1801,t015,images/t015/phHaHfbzWN.jpg,2016-06-24,topleft,train,test,val
1802,t015,images/t015/XXvJVLofKC.JPG,2016-06-24,left,train,test,train
1803,t015,images/t015/FdOOimmiri.JPG,2011-07-10,right,train,train,train
1804,t015,images/t015/TLlycWcrWj.JPG,2011-07-10,topleft,train,train,train
1805,t015,images/t015/FtujhFxKeA.JPG,2011-07-10,topright,train,train,train
1806,t015,images/t015/SeYPytcTDB.JPG,2011-07-10,top,train,train,train
1807,t015,images/t015/FIrdUoBeUW.JPG,2011-07-10,topright,train,train,train
1808,t015,images/t015/noNeHwSKlN.JPG,2011-07-10,right,train,train,train
1809,t015,images/t015/uTSvPfTNkG.JPG,2011-07-10,topleft,train,train,test
1810,t015,images/t015/MFNmEDNBUK.jpg,2011-07-10,topleft,train,train,train
1811,t015,images/t015/gOqKqrOqQH.JPG,2011-07-10,top,train,train,train
1812,t015,images/t015/hSIoWoWAEk.JPG,2011-07-10,left,train,train,val
1813,t015,images/t015/LEXMnoZKuf.JPG,2011-07-10,topright,train,train,train
1814,t015,images/t015/LnwrUWTYDo.JPG,2011-07-10,topleft,train,train,train
3527,t016,images/t016/YveQpkwwCK.JPG,2011-07-15,right,train,train,train
3528,t016,images/t016/tIolaEevax.JPG,2011-07-15,left,train,train,train
3529,t016,images/t016/dluhVmVVbR.JPG,2011-07-15,left,train,train,train
3530,t016,images/t016/bdfZQQcmQa.JPG,2011-07-15,topright,train,train,train
3531,t016,images/t016/gWBwrbTZDy.JPG,2011-07-15,topright,train,train,train
3532,t016,images/t016/ZRArKDikbu.JPG,2011-07-15,topright,train,train,val
6443,t017,images/t017/XbHREWHeCp.JPG,2011-07-17,top,train,test,train
6444,t017,images/t017/QpUybuiYFS.JPG,2011-07-17,left,train,test,train
6445,t017,images/t017/pvlpeHYxKW.JPG,2011-07-17,topright,train,test,train
6446,t017,images/t017/UMgfcWLuQX.JPG,2011-07-17,top,train,test,train
6447,t017,images/t017/PDhvdXVarJ.JPG,2011-07-17,topright,train,test,train
6448,t017,images/t017/fDVyMRgnLy.JPG,2011-07-17,topright,train,test,train
6449,t017,images/t017/aUdATtMOgx.JPG,2011-07-17,topright,train,test,train
6451,t017,images/t017/kXIdImcyGD.JPG,2011-07-15,right,train,train,train
6452,t017,images/t017/DmXkxZiqvv.JPG,2011-07-15,topleft,train,train,train
6453,t017,images/t017/rPoIjHRQgM.JPG,2011-07-15,left,train,train,train
6454,t017,images/t017/Zrivdfilmy.JPG,2011-07-15,topright,train,train,train
6455,t017,images/t017/jnFfkmhfzm.JPG,2011-07-15,right,train,train,train
6456,t017,images/t017/vCeOnThrIP.JPG,2011-07-15,topright,train,train,train
6457,t017,images/t017/SzMcvaRWjh.JPG,2011-07-15,top,train,train,train
6458,t017,images/t017/OpmyWiBwzv.JPG,2011-07-15,top,train,train,train
6459,t017,images/t017/BOOcXBRyLd.JPG,2011-07-15,left,train,train,train
5720,t018,images/t018/fOJfmEmKaE.JPG,2011-07-27,top,train,test,test
5721,t018,images/t018/eHFUlqkSdp.JPG,2011-07-27,topleft,train,test,train
5722,t018,images/t018/kHuqTGodRE.JPG,2011-07-27,topleft,train,test,train
5723,t018,images/t018/kUufrZWSdT.JPG,2011-07-27,topleft,train,test,train
5724,t018,images/t018/XdHhNyEnWF.JPG,2011-07-27,topleft,train,test,train
